count,dimension,median,posterior,q25,q75,seed,top2_relevance_probability
18,7,4.496001243591309,reused,2.5187668800354004,8.252638816833496,0,0.04577176352384481
18,8,3.9393510818481445,reused,2.2443926334381104,6.883045673370361,0,0.06096094044108968
18,9,4.054291725158691,reused,2.2716658115386963,7.087141513824463,0,0.027158037705101012
18,0,0.7327871918678284,fresh,0.5009928345680237,1.0912435054779053,0,0.7656250000000001
18,1,0.6724716424942017,fresh,0.5190639495849609,0.9539580345153809,0,0.8359375000000001
18,2,4.115229606628418,fresh,2.31819486618042,7.495371341705322,0,0.03125000000000001
18,3,3.4389259815216064,fresh,1.9284834861755373,6.418127536773682,0,0.058593750000000014
18,4,4.504336357116699,fresh,2.574493646621704,8.165810585021973,0,0.019531250000000003
18,5,3.706878662109375,fresh,2.2206926345825195,6.6581645011901855,0,0.04296875000000001
18,6,3.7283873558044434,fresh,1.7701261043548584,7.016949653625489,0,0.10156250000000001
18,7,4.21238374710083,fresh,2.347071409225464,6.732507705688477,0,0.046875000000000014
18,8,4.1091837882995605,fresh,2.2483670711517334,7.462987899780273,0,0.050781250000000014
18,9,3.841357707977295,fresh,2.492185592651367,7.045611381530762,0,0.046875000000000014
20,0,0.6901012063026428,reused,0.5717235207557678,0.7641556262969971,0,0.9286685895629869
20,1,1.1050002574920652,reused,0.804766833782196,1.1050002574920652,0,0.936462081534364
20,2,8.581652641296387,reused,3.916248798370361,8.581652641296387,0,0.020449192600459416
20,3,6.8755974769592285,reused,3.029510259628296,15.09721851348877,0,0.00616950597020461
20,4,6.670620441436768,reused,4.208561897277831,8.28662109375,0,0.006704809319002337
20,5,9.557393074035645,reused,4.449766159057617,9.557393074035645,0,0.014448273035536585
20,6,9.26913833618164,reused,4.328317642211914,56.56127166748047,0,0.02655984650513895
20,7,7.84974479675293,reused,4.496001243591309,15.588915824890137,0,0.015913396639956445
20,8,6.883045673370361,reused,3.578306198120117,14.102917671203613,0,0.038503822709200414
20,9,9.938811302185059,reused,5.183933734893799,9.938811302185059,0,0.006120482123150703
20,0,0.6103712916374207,fresh,0.4839724898338318,0.7641181349754335,0,0.9531250000000001
20,1,0.8997608423233032,fresh,0.6857914328575134,1.1695574522018433,0,0.9570312500000001
20,2,5.61367654800415,fresh,3.39176082611084,9.607040405273438,0,0.015625000000000003
20,3,5.942426681518555,fresh,3.428176164627075,9.66919994354248,0,0.023437500000000003
20,4,5.526946544647217,fresh,3.3652937412261963,9.57568073272705,0,0.003906250000000001
20,5,6.202226638793945,fresh,3.8572232723236084,8.959195137023926,0,0.003906250000000001
20,6,7.417708873748779,fresh,3.9689848423004146,11.921950340270996,0,0.007812500000000002
20,7,5.932839870452881,fresh,3.7629237174987793,9.593228340148926,0,0.007812500000000002
20,8,5.36297607421875,fresh,2.984379529953003,9.387860298156738,0,0.027343750000000003
20,9,7.5344319343566895,fresh,4.166218280792236,12.773993492126465,0,0.0
24,0,0.6901012063026428,reused,0.6901012063026428,0.6901012063026428,0,0.9974852612583961
24,1,1.1050002574920652,reused,0.8552470803260803,1.1050002574920652,0,0.9976982899988878
24,2,8.581652641296387,reused,8.581652641296387,8.581652641296387,0,0.00037607979151542577
24,3,15.09721851348877,reused,8.411732673645021,15.09721851348877,0,0.0005620898903144104
24,4,8.28662109375,reused,5.480254650115967,8.28662109375,0,0.00020327005319866376
24,5,9.557393074035645,reused,9.557393074035645,9.557393074035645,0,0.00021555172313555827
24,6,56.56127166748047,reused,9.322318077087402,56.56127166748047,0,0.0004748571002346881
24,7,15.588915824890137,reused,5.230202674865723,15.588915824890137,0,0.00021404470630312982
24,8,14.102917671203613,reused,5.749288082122803,14.102917671203613,0,0.0016758910291288797
24,9,9.938811302185059,reused,7.372686862945557,9.938811302185059,0,0.0010946644488852774
24,0,0.5911464691162109,fresh,0.48077404499053955,0.7483923435211182,0,0.9921875000000001
