support_position,node_index,role,fps_addition_step,fps_selection_distance,action_key,composition_key,normalized_formula,pbe_band_gap_ev
316,1324,pbe_only_fps,136,7.109805218951192,,current-nlr-pbe-gw-v1:composition:f65a4cb12248f93139930929cb910fc584a9a47a3e980e42b49ce8bc9c618c2e,Ir K4 O4,1.224
317,1328,pbe_only_fps,290,5.277283696276723,,current-nlr-pbe-gw-v1:composition:3aebddb0df46738cab246a3b0ce8d3f9f26f3856b0692943b5200f3d921c1dda,Ir La2 O6 Zn,0.817
318,1333,pbe_only_fps,170,6.6419247058590765,,current-nlr-pbe-gw-v1:composition:e381921700e6e747a8af6feee24c2d4e224ab5c65f8e5a1139db858570922f06,Ir Na O3,0.04
319,1341,pbe_only_fps,224,5.938599958909116,,current-nlr-pbe-gw-v1:composition:c732590f2d06036a76c21eafd0eae6fff00f1f668c1d05d6095b1a297f2aec6b,Ir O6 Sr3 Zn,0.881
320,1343,pbe_only_fps,95,8.154077684681964,,current-nlr-pbe-gw-v1:composition:312978c759eeb06b1adcb54a37b9d685904996ac36916cbc119576ba003346aa,Ir2 N2 O,0.042
321,1349,pbe_only_fps,188,6.267833009572266,,current-nlr-pbe-gw-v1:composition:544476fa19b65b0097d69e4ef1e21fa9d465161e4a21e05140d97c8a38cde60c,K La O3 Pd,1.02
322,1350,pbe_only_fps,292,5.270073829984933,,current-nlr-pbe-gw-v1:composition:942f42428c1dc575f3574975ced78361af12ef1787054841209b59ab6b3a77ca,K La O4 Ti,2.788
323,1367,pbe_only_fps,43,11.135249614175997,,current-nlr-pbe-gw-v1:composition:e5b3e9c474bb84e8df2807f3117118aa5132967b9de70eecba5b3f6fcfa9c672,K Na7 O7 Pb2,0.836
324,1407,pbe_only_fps,196,6.170688224965159,,current-nlr-pbe-gw-v1:composition:bbd0928fd0e9cf236d042d5c050cacffaf0b9af3e2784163388fa8dc9e7f8004,K2 O,1.767
325,1410,pbe_only_fps,261,5.518238126621743,,current-nlr-pbe-gw-v1:composition:4b20aaeb175c4575d19f1769c38bceade46326169bfb5ded13a9a90f9363dc05,K2 O13 Ti6,3.061
326,1411,pbe_only_fps,301,5.1576609600943755,,current-nlr-pbe-gw-v1:composition:ba59d4df8ac76609b79667df48195b6d8e9ead1a6d058290a3d858e7bd9aad44,K2 O15 Si6 Ti,3.753
327,1414,pbe_only_fps,289,5.280308809293488,,current-nlr-pbe-gw-v1:composition:05e9060fb8d7d2ac1bf1b8c140f0a05f738a954ca0277fe3d4489b198cf2254c,K2 O2 Pd,1.939
328,1433,pbe_only_fps,111,7.687094371644808,,current-nlr-pbe-gw-v1:composition:4fb9763e0eda4cad886819680d00039b674a26dfcf5227ace04bb2c11ba31d8e,K2 O7 Zn6,0.751
329,1435,pbe_only_fps,162,6.739352360811265,,current-nlr-pbe-gw-v1:composition:2a0ec03662344e1e9e3bfa987592efb97a436782b2266f5a4c0d97f7c2ce59ff,K2 O8 W,2.639
330,1442,pbe_only_fps,173,6.536381144744164,,current-nlr-pbe-gw-v1:composition:a5ba840a9fa5c927f3f2ffd54f6c65ac95bdfcd8cd3d96335f062e90801159fa,K3 Mn O3,1.789
331,1455,pbe_only_fps,309,5.096353144544497,,current-nlr-pbe-gw-v1:composition:5eaf1f09467f6492651cb932324ed6758e33f1f4b9832d3af4e0a820b267744a,K3 Ni2 O4,0.29
332,1472,pbe_only_fps,81,8.575647435540505,,current-nlr-pbe-gw-v1:composition:bd67e3d523cc94cd809dc324a2d86cee2ca0695c988e98e4b476ee119115951b,K4 O5 W,3.315
333,1477,pbe_only_fps,27,13.580275685476513,,current-nlr-pbe-gw-v1:composition:5a1126b154f792b46a734f4f25d8d3adf5617c863c14ca357c1412665c1702fb,K6 O5 Pb2,2.327
334,1479,pbe_only_fps,97,7.991782723970658,,current-nlr-pbe-gw-v1:composition:82ef2ef9b74073fc147ba827f6091c2b4d5e6906ce8b0b6c66f3164672ebce68,K6 O7 Ti2,3.394
335,1482,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000289890,current-nlr-pbe-gw-v1:composition:6237d509ccd037d3bd2033c596fafbd6ce9943da1a5f8d847638148ba3ea0381,La Mn O3,0.123
336,1492,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000289918,current-nlr-pbe-gw-v1:composition:8b08595a4ef867bb90e73c8a6014f2f426c3d72b32f84458c7a18c56f9d402a8,La Nb O4,3.669
337,1497,pbe_only_fps,119,7.432490202722435,,current-nlr-pbe-gw-v1:composition:31bb69dbe376720348e40675a03b7b02918f67445b434e45567eb2a0aabd9d6f,La O2 Rb,3.571
338,1505,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000289881,current-nlr-pbe-gw-v1:composition:6cd81f7261a9a25482f12b38e359c62b527133c61bb78937869813c49051da30,La O4 Ta,3.7
339,1519,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000289900,current-nlr-pbe-gw-v1:composition:7bf97e148f3de984b97fb8d7ad846f9dc96ab02bb9db2f19d26da4d7fddd5f66,La2 O2 S,3.039
340,1520,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000289977,current-nlr-pbe-gw-v1:composition:d1214ef62b1581612d1675ed55e13170dbdde7d8c41ee33e4e67f4c799067fb5,La2 O2 Se,2.37
341,1521,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000289910,current-nlr-pbe-gw-v1:composition:f21a49b5dab18babe09d3646ac1ab8f3874c0dde4040f65e995db1be470d0a4f,La2 O3,3.395
342,1531,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000289932,current-nlr-pbe-gw-v1:composition:b43a041f7b92562e3edae51cab0116d55f73253f82b6635fee9db7cb50816375,La2 O7 Zr2,3.935
343,1553,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000286998,current-nlr-pbe-gw-v1:composition:b95ff1693d6212f4974a3c5c4806be3c601e56ff8dd07a90d927e96e8734ab66,Li O,1.869
344,1554,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000286993,current-nlr-pbe-gw-v1:composition:ea1680e7ed0859f7f86b133cc7f569b158dbcd3d4b95c66aecdc9ec576d65801,Li2 O,4.906
345,1555,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000289941,current-nlr-pbe-gw-v1:composition:e82b2a3d133dae3cb9281b5fd80cc93d9a094df5b8d9f7dce608cf043fa61644,Li2 O3 Sn,3.104
346,1556,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000011348,current-nlr-pbe-gw-v1:composition:fb997c528c1f4dc4b782b80a92cd06111f1a6d1dba682891bcc561c3620772af,Mg Mn2 O4,1.426
347,1562,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010484,current-nlr-pbe-gw-v1:composition:f5528085e7f1259f6f2025127ebae6ff9e70e6765c501e2d2aab9d0be2a67153,Mg O,4.465
348,1563,pbe_only_fps,148,6.948693547405365,,current-nlr-pbe-gw-v1:composition:03210a67992ea9ff4c2708f7ce5f7aa8229e2095b70ae91df986b928789cc048,Mg O2,3.567
349,1565,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000290046,current-nlr-pbe-gw-v1:composition:3c5ff93660dc57332917f7482e44b90b03c2716f833695572a524439675ffb8c,Mg O3 Ti,3.647
350,1571,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000290025,current-nlr-pbe-gw-v1:composition:6a06915f556185f18f20f52ffbb13227db9f17a54d27214bb72b66013223e8f8,Mg O5 Ti2,3.043
351,1574,pbe_only_fps,235,5.78416795216347,,current-nlr-pbe-gw-v1:composition:4ea156a49d62e71b0f47584df2bcad60a06cccf06814fd6d06e059acb1d191ad,Mg O6 Pt3,0.701
352,1576,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000289987,current-nlr-pbe-gw-v1:composition:86ae630f155319e2ffa9150ff15eaf5901897b45f3ab3177fe65a460f8a0116f,Mg O6 Sb2,1.014
353,1584,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010136,current-nlr-pbe-gw-v1:composition:21ee7a9bf7f15a7231cf0b1c71d6f053e3f7ed2a8b47d213bc40ea071954ccd7,Mg2 O4 Sn,2.554
354,1585,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000290107,current-nlr-pbe-gw-v1:composition:2516cf0e4ce0e0b2e122a48cee7a103036602ea8cb2224e9b8462da16cb7afea,Mg2 O4 Ti,2.912
355,1603,pbe_only_fps,248,5.640068181240296,,current-nlr-pbe-gw-v1:composition:87639e7dc8b4e6d4d0f9e2ca78a55a71ee5edaf6be10842536e65f02742053ed,Mn Na5 O4,1.367
356,1609,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000011392,current-nlr-pbe-gw-v1:composition:6269044c8608d9d3ef8712f5ec51fa3280b911b4337b537b16bdd5d05a83b913,Mn Ni O3,1.505
357,1610,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000011288,current-nlr-pbe-gw-v1:composition:af0fb650417ab17bb035dadc58a5e3efacf379effdd7519d5d2ccf4ae7a71299,Mn Ni O4 Sn,1.139
358,1612,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000011066,current-nlr-pbe-gw-v1:composition:b4e944674726ab28d9a04d7e5575696e5657a7b4e3a6d1eecf566be75b252df0,Mn O,0.864
359,1613,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000011962,current-nlr-pbe-gw-v1:composition:221acb7dd81344f6c0ff320bfbd824eb830d5710083eea7cd8c2a1c25050d098,Mn O2,1.421
360,1637,pbe_only_fps,241,5.726982466242299,,current-nlr-pbe-gw-v1:composition:636a5b68a8487dd9d89d2fc4a27d8a4224fe796cd39bd6850588fc141b83dd85,Mn2 N2 O,0.067
361,1644,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000011961,current-nlr-pbe-gw-v1:composition:268ab60b93b3f19bdc5011f074857c2f19000fc09f061e7155f392440b74f9cd,Mn2 Ni O4,0.245
362,1647,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010195,current-nlr-pbe-gw-v1:composition:b131adad3ee902c0d41a0eb1e2f1e624ea84641f0a4879cb7133c17322fc25f0,Mn2 O4 Sn,0.148
363,1649,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000011568,current-nlr-pbe-gw-v1:composition:4c4e90b9edcff5efcce24afd5be6ccaeca1472e69472066d08e8d4b117cc2bb2,Mn2 O4 Zn,1.231
364,1657,pbe_only_fps,123,7.3064388918009895,,current-nlr-pbe-gw-v1:composition:7223d0b3ff62b25a6280d04bdb3135832dbe99419ccb5f74945dafdb56d5e269,Mn3 N O3,0.064
365,1663,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000011727,current-nlr-pbe-gw-v1:composition:e8d70f827b0541218641cc882e122c09a707ede9dcc257f750ec40959acf38c6,Mn3 O4,1.198
366,1664,pbe_only_fps,213,6.015051211251417,,current-nlr-pbe-gw-v1:composition:b4c0d8fd6fcc3f1bec4ddff280d6cab1b875969cc1683dcf94c2642856212305,Mn3 O6 W,2.023
367,1670,pbe_only_fps,7,21.336263509941645,,current-nlr-pbe-gw-v1:composition:852215d0f6fb59dd99be976779e369405ea3626d1d048e5076a4c23e28c9cae3,Mn5 N4 O,0.044
368,1679,pbe_only_fps,218,5.982965022149854,,current-nlr-pbe-gw-v1:composition:6e83366dceecee95f724cbe081141bded852c4c129afeefc8259be7b5232af63,Mo N O3,0.547
369,1681,pbe_only_fps,201,6.146248989208915,,current-nlr-pbe-gw-v1:composition:ad1d825261be61dbddde690ffd9ebdaa568a0f165cea2113cb38d433acc1cc0b,Mo Na4 O5,2.822
370,1718,pbe_only_fps,221,5.975787828498003,,current-nlr-pbe-gw-v1:composition:0c8cc6224e71a7242e5f02ebf55a4ba1692e2a700d80d3e32414377d34e94818,Mo4 O6 Sn,0.042
371,1727,pbe_only_fps,140,7.088174426350475,,current-nlr-pbe-gw-v1:composition:b1283ecf2e3149116be80787026ca6ef51864cde621221c11b749b64f226f69c,N Nb3 O6,1.457
372,1728,pbe_only_fps,180,6.369844659635568,,current-nlr-pbe-gw-v1:composition:2c99f5b979c9371d4c0d533a3050c47a5d8de5fa54f0de225d207416e5f9cced,N O Os,0.322
373,1729,pbe_only_fps,171,6.627734541390563,,current-nlr-pbe-gw-v1:composition:614dcdbbe0d60f7bd976fae751ddc21b89cb380cc6a1d4796afe01166f5e7f6c,N O Ru,0.054
374,1730,pbe_only_fps,131,7.1905563317841334,,current-nlr-pbe-gw-v1:composition:be8560975bb17218396a992cfdda62f593f57b962220c354477209b462e1e961,N O Ta,0.092
375,1731,pbe_only_fps,251,5.5760158909846975,,current-nlr-pbe-gw-v1:composition:81d56c646d5c4a644ec094909c1a774c8189ca1385f349ae073253e17e8c5087,N O V,0.879
376,1732,pbe_only_fps,181,6.35916912805749,,current-nlr-pbe-gw-v1:composition:131bbf731ac18c992468fcb15505b6b40714b1e881e0981883d9ae8dda1fccdf,N O Zr,0.061
377,1733,pbe_only_fps,85,8.513333642548833,,current-nlr-pbe-gw-v1:composition:4850c0ac16c6458ad187be884096c3d41e10201905357a405ff8959dec16f7fb,N O3 W,3.403
378,1734,pbe_only_fps,33,12.806487760721414,,current-nlr-pbe-gw-v1:composition:441ef681650a9852c8174e45dfd11c9ca88aa6b566b27d06b53cddfa92f7c7d7,N O35 Zn36,0.88
379,1735,pbe_only_fps,138,7.105058829826362,,current-nlr-pbe-gw-v1:composition:4291e6c20df06d85ca6daaec892db3668613aac06d4df1051abdb9606facaa87,N O6 Sb3,0.127
380,1736,pbe_only_fps,118,7.495241434558881,,current-nlr-pbe-gw-v1:composition:76fece2dc6697e72be5cded6a7010dafc213df2f0018bd8c337aefad96c371b8,N2 O Pb2,0.296
381,1737,pbe_only_fps,15,18.451526072265388,,current-nlr-pbe-gw-v1:composition:bf80d78591eebc01d1e5eac511a2b8f8ec8994d2c343a16a6b5f9d9ff27863dd,N2 O Pt2,0.053
382,1738,pbe_only_fps,16,18.287134912292444,,current-nlr-pbe-gw-v1:composition:dfbede337ccf8d5bed2fe831a2012a282b4e888e97bcc05d8020494acfeb8d79,N2 O S2,0.936
383,1739,pbe_only_fps,189,6.249837886548912,,current-nlr-pbe-gw-v1:composition:a57ed23e5a490f3c00b9bf4257f2f74e1d3821b2cce579afd4eae7ef3df1c203,N2 O Se2,2.295
384,1740,pbe_only_fps,42,11.187334681984098,,current-nlr-pbe-gw-v1:composition:17bc8dfba7b20cfe0422c4697abd6497c7b9c6719e4ef9ec10b8483ce9ce6aab,N2 O Si2,4.921
385,1741,pbe_only_fps,23,15.556496626806005,,current-nlr-pbe-gw-v1:composition:e0daca02c51548b7c37a775852f0fac229e8d632654938ef0cab45d948ddd536,N2 O Sn2,0.906
386,1742,pbe_only_fps,76,8.763399843152696,,current-nlr-pbe-gw-v1:composition:3bb4250c43934afe1df381e36b4b948c1ec638950de49f0a1174ac446e453678,N2 O Te2,1.504
387,1743,pbe_only_fps,22,15.810120232477313,,current-nlr-pbe-gw-v1:composition:352ced27af2d25409371819b12491a9445fe8a3e0cdf161ed3bfb622927bd2f0,N2 O Ti2,2.158
388,1746,pbe_only_fps,286,5.315597375576967,,current-nlr-pbe-gw-v1:composition:f7236f507b607fde693bc8b17d0a733bab1521a42934419b58224675ee990694,N2 O7 Ta4,2.038
389,1747,pbe_only_fps,13,19.426794477757493,,current-nlr-pbe-gw-v1:composition:2b039fd3d7d42c02bb13c985770905ea3dd62f3e348c336562e38c4e844ddcf7,N31 O Zn48,0.343
390,1748,pbe_only_fps,37,12.487839455130876,,current-nlr-pbe-gw-v1:composition:39bbdce53bb2c74d3f9d537708d24622999e9bd8f79b5fdfed57450f76cfea64,N4 O8 Os7,0.147
391,1749,pbe_only_fps,38,12.046962602438997,,current-nlr-pbe-gw-v1:composition:f9b6ff4ae090640958a754a70cb74bc4385dddbaf0e9ba1de83070af446951aa,N4 O8 Pb7,0.049
392,1750,pbe_only_fps,83,8.562983413122174,,current-nlr-pbe-gw-v1:composition:3e9e4c8df2553a6e494c7ee993c2ddde6ccadd3c7811b0e7b0811dd989832398,N4 O8 Pt7,0.479
393,1751,pbe_only_fps,32,12.956107954742775,,current-nlr-pbe-gw-v1:composition:f9ca67f532318ee091b88e7ee474b90452019137dd6ff285522f4e17c0327c2e,N4 O8 Ru7,0.074
394,1752,pbe_only_fps,44,11.121218639317352,,current-nlr-pbe-gw-v1:composition:0fb100c04b68daed9c3c68861eeb88da6162942047cda3e94541d04372e74ad9,N4 O8 Se7,2.247
395,1753,pbe_only_fps,96,8.06607418445554,,current-nlr-pbe-gw-v1:composition:5b85592e6f6dc305a7629d8dd2803d5d65a4742a16d6ac26f097161b9aac2a66,N4 O8 Si7,3.763
396,1754,pbe_only_fps,210,6.043849909464368,,current-nlr-pbe-gw-v1:composition:901baa4f1c9402d9c28044d5e6e4b89500a502bc78e4b955c033f45465da72e3,N4 O8 Sn7,0.076
397,1755,pbe_only_fps,237,5.773354208320961,,current-nlr-pbe-gw-v1:composition:8e2d657425830db9cf71baf414ea8cba55185717042ee9dc7d7b1b160b7e8cce,N4 O8 Te7,1.998
398,1757,pbe_only_fps,55,9.99093300840604,,current-nlr-pbe-gw-v1:composition:8d747dbb1dc1f72da11dbc94f60b3bba922a63865675a52e48f8875fb754ce7e,N4 O8 V7,0.674
399,1758,pbe_only_fps,2,33.2912009758669,,current-nlr-pbe-gw-v1:composition:02e6e87cb8e34a4affc90d3b40b0e181b9846a678156434dbe651d10b2f730cd,N5 O S4,1.781
400,1765,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000290117,current-nlr-pbe-gw-v1:composition:ca0db7e34795e775eb3e2843b651448636c1b51afb754d031de0d9be193c8c95,Na O,1.689
401,1766,pbe_only_fps,142,7.046556019249585,,current-nlr-pbe-gw-v1:composition:7d941483974e05f92f11dc8ee7686d6c48e6b37c53f3416ff69231567cf77b18,Na O Rb,2.051
402,1770,pbe_only_fps,177,6.425179716007367,,current-nlr-pbe-gw-v1:composition:d83f63107d4d162e1edcacffdc6916c36e840eb468c910e21ef8a4dcf9d6e47f,Na O2 Sc,4.458
403,1775,pbe_only_fps,144,7.0132471241692365,,current-nlr-pbe-gw-v1:composition:8ea435695167ca602b7e29735a048bb4e80e22ce3dcc5e58ef119f360fdc3f00,Na O4 Pb Rb3,1.614
404,1777,pbe_only_fps,100,7.910150656559834,,current-nlr-pbe-gw-v1:composition:84e6e258c664d214b5c7dceda68db707dc7b0504d93da208b10a514fea8575e4,Na O4 Pt3,0.896
405,1779,pbe_only_fps,244,5.665700527370582,,current-nlr-pbe-gw-v1:composition:204b631d0da298c4b797606e713362317d0975f6d3f2570157db7cf6be0159b6,Na O4 Rh2,0.103
406,1784,pbe_only_fps,254,5.549951773861962,,current-nlr-pbe-gw-v1:composition:6e63edd34f7f07eb0ee6875c51a99acb5d084d8b7dc4b571d71f57fc457e8000,Na O5 Rb Si2,4.403
407,1786,pbe_only_fps,175,6.506138244580715,,current-nlr-pbe-gw-v1:composition:a850f5bff1717459d69b8ae2e549cc97e8267f15d5690e04bf22a223b7d9e1ef,Na O6 Rb7 Zn2,1.571
408,1797,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000290129,current-nlr-pbe-gw-v1:composition:41f23ca406a1edb6e60887dd69b6783e1373c7cef38f141bbe5eed69d37425b4,Na2 O,1.893
409,1807,pbe_only_fps,149,6.944803973730374,,current-nlr-pbe-gw-v1:composition:1a38da829036e1e5b534603d225ad5fca41b4f9eee57d37ead07e727de0b4142,Na2 O2 Pt,2.11
410,1811,pbe_only_fps,93,8.23904219595459,,current-nlr-pbe-gw-v1:composition:dfea269fee37e0f667c081af034042a49d7bbd0722b0823ceef1fa90088b1af0,Na2 O3 Si,3.876
411,1814,pbe_only_fps,62,9.301345066920238,,current-nlr-pbe-gw-v1:composition:fb6d50ccbb7c9753cbe20003a938729cdae64a7a802aa3e75ed6ca59a01aff98,Na2 O4 Pd3,1.19
412,1823,pbe_only_fps,262,5.515783231474727,,current-nlr-pbe-gw-v1:composition:d6ef29ddf3f622505964eb9a6f80b468b31503b8c9ca1080e156bee1e2ab68b6,Na2 O7 Si Ti Zn2,3.324
413,1841,pbe_only_fps,194,6.189583233981736,,current-nlr-pbe-gw-v1:composition:48639d2494b3ba526b356c6f7d7998c1d2a8b8f80cbc2501a448738d6b6319b9,Na4 O13 Sc2 Si4,4.497
414,1847,pbe_only_fps,268,5.445590041966453,,current-nlr-pbe-gw-v1:composition:fa6cde17767e0a83c59a760e360e6c8a075aec8c7827299cf9deea6fdb1781cf,Na4 O5 W,3.525
415,1849,pbe_only_fps,143,7.035993206741634,,current-nlr-pbe-gw-v1:composition:f8bf89bdeec7e0bec1e56c4f87e2b0eb154894b56a24d066d928d133efbc9acc,Na5 Nb O5,2.606
416,1851,pbe_only_fps,276,5.389775402745489,,current-nlr-pbe-gw-v1:composition:56fb719a1ff4b634344c232a62556c8682f887c499102e90670a2b60afe69357,Na5 O16 W4 Y,4.592
417,1855,pbe_only_fps,245,5.654385731303163,,current-nlr-pbe-gw-v1:composition:9f1c33581187a3ca29615d67e25639a1df39a01c83530a6cff0e18e35699af36,Na6 O5 Pb,1.092
418,1857,pbe_only_fps,126,7.262703385283116,,current-nlr-pbe-gw-v1:composition:f0fd5827e5401e037fa2cb27358610f43f0e3113b5367c413b5f9f3530a6d02d,Na8 O18 Si6 Sn,3.837
419,1860,pbe_only_fps,56,9.86364001708216,,current-nlr-pbe-gw-v1:composition:732131bc0916384e70f343c716d6d5f858c953506b3ec8133e63c3628633fb53,Nb O,0.685
420,1864,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000287048,current-nlr-pbe-gw-v1:composition:56b66de969f5425f01d3fda9d6ff0bbe65d71a831a23a553a07da483e9164e3e,Nb O4 Sb,2.582
421,1866,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000290272,current-nlr-pbe-gw-v1:composition:445a6d2f821f332ca85329eac4cc2282c242e15fda1c7903dd0be20166bd8526,Nb O4 Y,3.526
422,1875,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000290153,current-nlr-pbe-gw-v1:composition:cd7fd14df01a62f71d5f19833c1124151add66c2f0b724a9c63da65423d587af,Nb2 O5,2.09
423,1880,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000290207,current-nlr-pbe-gw-v1:composition:dffd4d6571406db75c12791cf040ef05aaf604e17653d91f003841a9fca899a9,Nb2 O7 Sr2,2.719
424,1886,pbe_only_fps,267,5.450932325958397,,current-nlr-pbe-gw-v1:composition:333d9a864df8a30defb3ea92ec40b206b36e0b0dea0dabcee0acf16767de7123,Nb4 O5,0.69
425,1888,pbe_only_fps,11,20.313292912391436,,current-nlr-pbe-gw-v1:composition:c9cbb823d057da351c25406ee18a95f4a30a8a2da3f9b80f3457f0aef8a54b20,Nb5 O Pt3,0.038
426,1895,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010543,current-nlr-pbe-gw-v1:composition:7a3eabfe8b7ca6f397d3929015ae41c47c511b789d7e5e71db6d2458a25c4e51,Ni O,2.333
427,1899,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000290197,current-nlr-pbe-gw-v1:composition:807cc57aee20386a0ef7a332b177eba0accfb93c611963a86dd3297585e7d4d9,Ni O3 Sn,1.201
428,1911,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000290146,current-nlr-pbe-gw-v1:composition:e847d0b70ebd40c24bc832c65fe0e3cebb15abe36414cf756fbf685411b119c0,Ni2 O4 Sn,1.9
429,1914,pbe_only_fps,185,6.297246526419363,,current-nlr-pbe-gw-v1:composition:87c40fecc6ef4fafb41a083369b71ba0a54ec2de61319e2029c3615775f33976,Ni3 O Ti3,0.038
430,1917,pbe_only_fps,8,21.08370660407128,,current-nlr-pbe-gw-v1:composition:c4694f2e93d5c4e7d51f9c5deb75e6cc8be5e1114178c6a45b6fc2c566a0aa8c,O,1.472
431,1918,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010765,current-nlr-pbe-gw-v1:composition:9cd038ca976f4fbe652e141cc0b6514052d980836a420a8ece0ada117fbf2742,O Pb,1.872
432,1919,pbe_only_fps,10,20.499419917551336,,current-nlr-pbe-gw-v1:composition:c9dceec0546e14e78d8969387879c48a7df08951fa7ed31a6064a01266a180cf,O Pb2 Zr2,0.144
433,1920,pbe_only_fps,61,9.426401945534133,,current-nlr-pbe-gw-v1:composition:2c12992822ae262d90baaca3068fd9eed59f3383c5f7bd6797f864c18780cc67,O Pd,0.106
434,1921,pbe_only_fps,34,12.806388563111932,,current-nlr-pbe-gw-v1:composition:d1fb776f938949d0a9db6a43f90a3933741240b9a3f88c97e1131e45f67733ed,O Pt,0.201
435,1922,pbe_only_fps,303,5.146729107116302,,current-nlr-pbe-gw-v1:composition:bc1cfaa5f888aafc1ea3b83677d92548668ea654b8cee0234ac10524ab604955,O Rb,2.019
436,1923,pbe_only_fps,124,7.3050022647561965,,current-nlr-pbe-gw-v1:composition:b72b92163394dd3a260a84ebec9d70254867191f0f08c309ef3f61f6a7f231bc,O Rb2,1.371
437,1924,pbe_only_fps,223,5.939855512680594,,current-nlr-pbe-gw-v1:composition:e603ddf349ab0319c6d1012ec1b5a340f0e4b814f2d946b29d40171057418d67,O Si Sr3,0.463
438,1925,pbe_only_fps,88,8.38045639129579,,current-nlr-pbe-gw-v1:composition:67f9c549d206d3e7eb65c0902ea0856755365f2ab0420a24fc0cbb654a291fa1,O Si Zr,0.154
439,1926,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010256,current-nlr-pbe-gw-v1:composition:9e0a98f1ad78301737ece547c76bca46f0acd1e75860d9ab7a1f86f77ab2262d,O Sn,0.241
440,1927,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010290,current-nlr-pbe-gw-v1:composition:e9fac0e23e5ce1ebd3bc10bf3b11f3bd7fb2a80c11a0fb84602f0b96e4d11dd7,O Sr,3.279
441,1928,pbe_only_fps,179,6.396483086011271,,current-nlr-pbe-gw-v1:composition:b47bfeaaad8c382cff58bfbee58a11a619ae6f630b9150ef0367ce5debc2acd1,O Ti,0.042
442,1931,pbe_only_fps,28,13.42606854714645,,current-nlr-pbe-gw-v1:composition:6b16993b9ffa7b4a7e8fd97c430bc59f1ac028887e060b0eefa06972b80407f2,O V8,0.034
443,1932,action,0,0.0,current-nlr-pbe-gw-v1:gw:matdb:000010337,current-nlr-pbe-gw-v1:composition:d656df65544a911e926cbde008ed17c82762e94b97ba1cbb1c6c338e99b22aea,O Zn,0.738
444,1933,pbe_only_fps,4,29.879926083899097,,current-nlr-pbe-gw-v1:composition:af024fb286debb73b9f41b3dec3620ef88a80395b756cb754a91c2889437c7b7,O Zr2,0.033
445,1939,pbe_only_fps,274,5.406886481440711,,current-nlr-pbe-gw-v1:composition:7beba38bc32489eecd635d97cc01bb7845a1242b924bdc2556df9af2690f8d01,O11 Pb Pt4 Sr4,0.947
446,1949,pbe_only_fps,106,7.79762707746948,,current-nlr-pbe-gw-v1:composition:aaeb595423095563b09cef2c5ba59dc623741748122b5075c014fdce7dcd5715,O14 Pt Si2 Sr8,2.606
447,1951,pbe_only_fps,21,16.30465714070656,,current-nlr-pbe-gw-v1:composition:f2a8bfa911f9032328d09c34ea4626c57f14bb8500db00bd4cb627b52ea62cc4,O14 Ru3 Sn15,1.426
448,1961,pbe_only_fps,67,9.058441986227413,,current-nlr-pbe-gw-v1:composition:c6a56fb0dfc5a4203b88f7156c2ea6873babf9afe0ea592f7f4e9b8a4ffbb846,O2 Pb Pd,0.158
